adult,backdrop_path,budget,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,status,tagline,title,video,vote_average,vote_count,belongs_to_collection,collection_id,collection_name,genre_names,production_companies_ids,production_companies_number,production_companies_name,production_countries,spoken_languages,homepage
FALSE,/pXmMiqordTEbRTDNlKPnyielNVA.jpg,2365000,60670,tt0228786,fr,Les Rivières pourpres,"Two French policemen, one investigating a grisly murder at a remote mountain college, the other working on the desecration of a young girl's grave by skinheads, are brought together by the clues from their respective cases. Soon after they start working together, more murders are committed, and the pair begin to discover just what dark secrets are behind the killings.",9.901212,/kkRgQST0bEdEgqpPZMGaUB1twsQ.jpg,2000-09-26,0,106,Released,Evil rises to new heights.,The Crimson Rivers,FALSE,6.8,456,TRUE,3963,The Crimson Rivers Collection,Crime|Mystery|Thriller,7961,1,Gaumont International,FR,fr,
FALSE,/sZlCYw3fdzZBo857t2cY3WzoqZW.jpg,40000000,4234,tt0134084,en,Scream 3,"A murdering spree begins to happen again, this time its targeted toward the original Woodsboro survivors and those associated with the movie inside a movie, 'Stab 3'. Sydney must face the demons of her past to stop the killer.",9.793316,/3GWGslNffuMvaW9yzTCNkLmwkkE.jpg,2000-02-03,161834276,116,Released,Someone has taken their love of trilogies one step too far.,Scream 3,FALSE,5.7,952,TRUE,2602,Scream Collection,Horror|Mystery,1600|7405|85,3,Craven-Maddalena Films|Dimension Films|Konrad Pictures,US,en,
FALSE,/dIxJlRlFwd1qfs7vdwTKjcQcg0u.jpg,30000000,9600,tt0208003,en,Big Momma's House,"When a street-smart FBI agent is sent to Georgia to protect a beautiful single mother and her son from an escaped convict, he is forced to impersonate a crass Southern granny known as Big Momma in order to remain incognito.",9.682444,/bse0uwxF6daKzDbxZki1SYRNZkI.jpg,2000-05-31,173959438,98,Released,This FBI agent is going undercover... and he's concealing more than a weapon.,Big Momma's House,FALSE,5.6,669,TRUE,44979,Big Momma's House Collection,Crime|Comedy,508|25,2,Regency Enterprises|20th Century Fox,DE|US,en,
FALSE,/xPHJ4X3i4O6G9fojMSWQe9zl2Lr.jpg,82000000,8452,tt0216216,en,The 6th Day,Futuristic action about a man who meets a clone of himself and stumbles into a grand conspiracy about clones taking over the world.,9.339341,/6pBUekwhnjW99V0cLphx7dZE2Wx.jpg,2000-11-17,96085477,123,Released,Are You Who You Think You Are,The 6th Day,FALSE,5.7,735,FALSE,,,Mystery|Science Fiction|Action,11317,1,Phoenix Pictures,US,en,
FALSE,/7DbIcmNxYgivKq5R4xgje3xSuqp.jpg,30000000,243,tt0146882,en,High Fidelity,"When record store owner Rob Gordon gets dumped by his girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in an attempt to figure out what went wrong. As Rob seeks out his former lovers to find out why they left, he keeps up his efforts to win Laura back.",9.330149,/sEZKCUFU6Ozf7hZ3UuaKWUqHLTZ.jpg,2000-03-17,47126295,113,Released,"A comedy about fear of commitment, hating your job, falling in love and other pop favorites.",High Fidelity,FALSE,7.1,762,FALSE,,,Comedy|Drama|Romance|Music,32|9195,2,Buena Vista|Touchstone Pictures,GB|US,da|en,
FALSE,/vhAcMotyQ0530n2lppHvTKyH7fr.jpg,1500000,20993,tt0238883,ru,Брат 2,"Arriving in Moscow, Chechen veteran Danila (Sergei Bodrov Jr) meets Konstantin, an old friend who tells him that his twin brother has been forced into signing a crooked contract with a US ice hockey team. Soon after this meeting, Danila discovers Konstantin dead and he sets out to avenge his death; a journey that leads him to Chicago and a whole new experience.",9.240363,/4dMvp09WzDe91MVYTNp2HNgbEUh.jpg,2000-01-01,0,122,Released,Danila returns!,Brother 2,FALSE,7.1,53,TRUE,218293,Brother Collection,Drama|Thriller,,0,,RU|US,en|ru|uk,
FALSE,/wO94ht5j5LpFoXeQomW0ItbOfsE.jpg,95000000,10501,tt0138749,en,The Road to El Dorado,"After a failed swindle, two con-men end up with a map to El Dorado, the fabled ""city of gold,"" and an unintended trip to the New World.  Much to their surprise, the map does lead the pair to the mythical city, where the startled inhabitants promptly begin to worship them as gods.  The only question is, do they take the worshipful natives for all they're worth, or is there a bit more to El Dorado than riches?",9.172607,/lQnNNjT4yW3i2rmQhGibiPBnc6e.jpg,2000-03-31,76432727,89,Released,They came for the gold... they stayed for the adventure.,The Road to El Dorado,FALSE,7,1171,FALSE,,,Adventure|Animation|Comedy|Family,27|521,2,DreamWorks SKG|DreamWorks Animation,US,en,
FALSE,/7AnyXIa6M55ZRT7kMvy10umEcD7.jpg,0,10867,tt0213847,it,Malèna,"On the day in 1940 that Italy enters the war, two things happen to the 12-year-old Renato: he gets his first bike, and he gets his first look at Malèna. She is a beautiful, silent outsider who's moved to this Sicilian town to be with her husband, Nico. He promptly goes off to war, leaving her to the lustful eyes of the men and the sharp tongues of the women. During the next few years, as Renato grows toward manhood, he watches Malèna suffer and prove her mettle. He sees her loneliness, then grief when Nico is reported dead, the effects of slander on her relationship with her father, her poverty and search for work, and final humiliations. Will Renato learn courage from Malèna and stand up for her?",8.98649,/6T3CqD4hS6xf5dnuAXcrYMsVtzR.jpg,2000-10-27,0,109,Released,"She was too young to be a widow, and too beautiful to be alone. Every man wanted to have her. One boy risked everything to protect her.",Malena,FALSE,6.8,378,FALSE,,,Drama,14|1702,2,Miramax Films|Medusa Produzione,IT,it,
FALSE,/4ZMFxj9FR13Q6PP6N8YBPhMnN4Q.jpg,95000000,9383,tt0164052,en,Hollow Man,"Cocky researcher, Sebastian Caine is working on a project to make living creatures invisible and he's so confident he's found the right formula that he tests it on himself and soon begins to vanish. The only problem is – no-one can determine how to make him visible again. Caine's predicament eventually drives him mad, with terrifying results.",8.912703,/gBQyPpUztIJWt2Q6r1wTqcYeo6x.jpg,2000-08-04,190213455,112,Released,What would you do if you knew you couldn't be seen?,Hollow Man,FALSE,5.6,807,TRUE,166376,Hollow Man Collection,Action|Science Fiction|Thriller,9269|5,2,Global Entertainment Productions GmbH & Company Medien KG|Columbia Pictures,DE|US,en,
FALSE,/1Qdk7B4hFLdQO8OTWDhcVAqcdTk.jpg,41300000,2069,tt0190138,en,The Whole Nine Yards,"A mobster named Jimmy the Tulip agrees to cooperate with an FBI investigation in order to stay out of prison; he's relocated by the authorities to a life of suburban anonymity as part of a witness protection program. It's not long before a couple of his new neighbors figure out his true identity and come knocking to see if he'd be up for one more hit, suburban style.",8.571475,/rnXnZrKipVb8v4mS2Oo6Ga2O0fg.jpg,2000-02-18,106371651,98,Released,"In the heart of suburbia, a hit man with heart has just moved in.",The Whole Nine Yards,FALSE,6.3,660,TRUE,103577,The Whole Nine/Ten Yards Collection,Comedy|Crime,6194|1403|10210|51772|53013|53014,6,Warner Bros.|Franchise Pictures|Morgan Creek Productions|Nine Yards Productions|Rational Packaging Company|Lansdown Films,CA|US,en|fr|es,
FALSE,/7wVtInOyDrYlcZGQcaGGH4rm8iJ.jpg,82343495,11978,tt0203019,en,Men of Honor,"Against formidable odds -- and an old-school diving instructor embittered by the U.S. Navy's new, less prejudicial policies -- Carl Brashear sets his sights on becoming the Navy's first African-American master diver in this uplifting true story. Their relationship starts out on the rocks, but fate ultimately conspires to bring the men together into a setting of mutual respect, triumph and honor.",8.525226,/4mCuFJ0r3lV1A8Vj5tq6O9aBpjZ.jpg,2000-09-13,48814909,129,Released,History is made by those who break the rules.,Men of Honor,FALSE,7,670,FALSE,,,Drama,711,1,Fox 2000 Pictures,US,en,
FALSE,/iluJrJJRuKJ16Apsjh4O61uVsYQ.jpg,80000000,8870,tt0199753,en,Red Planet,"Astronauts search for solutions to save a dying Earth by searching on Mars, only to have the mission go terribly awry.",8.518711,/sMholOUc89LQhp0X33JZExgxupB.jpg,2000-11-10,33463969,106,Released,Not A Sound. Not A Warning. Not A Chance. Not Alone.,Red Planet,FALSE,5.4,339,FALSE,,,Thriller|Action|Science Fiction,53997|79|172|22351|6194,5,Mars Production Pty. Ltd.|Village Roadshow Pictures|NPV Entertainment|The Canton Company|Warner Bros.,AU|US,en,
FALSE,/fAA0S3rM3o5Sp8TIdS0MvWOGsCQ.jpg,0,843,tt0118694,cn,花樣年華,A melancholy story about the love between a woman and a man who live in the same building and one day find out that their husband and wife had an affair with each other. More and more the two meet during their daily lives as they determine that they both don’t want to be lonely in their marriage.,8.454551,/unOW3SxFxBdd7LMWjmRONdHWKPb.jpg,2000-05-22,12854953,98,Released,"Feel the heat, keep the feeling burning, let the sensation explode.",In the Mood for Love,FALSE,7.9,498,FALSE,,,Drama|Romance,33|539|540,3,Universal Pictures|Block 2 Pictures|Jet Tone Production,CN|HK,cn|fr|es,http://www.wkw-inthemoodforlove.com/
FALSE,/3eAudH9hkkr451VoAZPLEQVy5wX.jpg,45000000,6282,tt0200550,en,Coyote Ugly,"Graced with a velvet voice, 21-year-old Violet Sanford heads to New York to pursue her dream of becoming a songwriter only to find her aspirations sidelined by the accolades and notoriety she receives at her ""day"" job as a barmaid at Coyote Ugly. The ""Coyotes"" as they are affectionately called tantalize customers and the media alike with their outrageous antics, making Coyote Ugly the watering hole for guys on the prowl.",8.446148,/15A92dWMP4anntYpAQ0Mzq7wtru.jpg,2000-07-30,113916474,100,Released,This party never ends.,Coyote Ugly,FALSE,5.9,716,FALSE,,,Comedy|Drama|Music|Romance,9195|130,2,Touchstone Pictures|Jerry Bruckheimer Films,US,en,
FALSE,/vPfmHdjbms87scKIhmzg9QGRfSc.jpg,31000000,10559,tt0186151,en,Frequency,"When a rare phenomenon gives police officer John Sullivan the chance to speak to his father, 30 years in the past, he takes the opportunity to prevent his dad's tragic death.  After his actions inadvertently give rise to a series of brutal murders he and his father must find a way to fix the consequences of altering time.",8.39905,/n0QAAZmIaPPIShVkk8eiKwfGV9.jpg,2000-04-28,68106245,118,Released,The future is listening.,Frequency,FALSE,7,575,FALSE,,,Crime|Drama|Science Fiction|Thriller,12,1,New Line Cinema,US,en,
FALSE,/98ahnrena4PwLth7HFYGLf9yssH.jpg,0,22705,tt0200192,it,Tra(sgre)dire,"While scouting out apartments in London for her Venetian boyfriend, Carla rents an apartment that overlooks the Thames. There she meet the lesbian hyper-horny real estate agent Moira.",8.130345,/kZITrLEiTfzzJhtwtXhQUl3ImCQ.jpg,2000-01-28,0,89,Released,,Cheeky,FALSE,5.5,50,FALSE,,,Comedy|Drama|Romance,31075,1,Lion Pictures,GB|IT,en|it,
FALSE,/5ryEASjcPOpmksQfPj1QrO3FfQg.jpg,0,12609,tt0168856,da,"Hjælp, jeg er en fisk","Three children accidentally get turned into fish after drinking a potion made by an eccentric scientist. The kids end up in the sea, with one problem. They must find and drink the antidote within 48 hours, or forever remain as fish.",8.088684,/jZUfsa7ABHR8bKsPfyH22uI1VaJ.jpg,2000-10-06,0,80,Released,,Help! I'm A Fish,FALSE,6.6,93,FALSE,,,Adventure|Animation|Comedy,758,1,TV2 Danmark,DK|IE|DE,da|en|it|no,
FALSE,/xYdzbB3TksChZLuZ9qq7iq5fFux.jpg,25000000,12211,tt0144964,en,Highlander: Endgame,"Immortals Connor and Duncan Macleod join forces against a man from Connor's distant past in the highlands of Scotland, Kell, an immensely powerful immortal who leads an army of equally powerful and deadly immortal swordsmen and assassins. No immortal alive has been able to defeat Kell yet, and neither Connor nor Duncan are skilled enough themselves to take him on and live. The two of them eventually come to one inevitable conclusion; one of them must die so that the combined power of both the Highlanders can bring down Kell for good. There can be only one... the question is, who will it be?",8.0677,/fmDt68Pj9OiR3pfvNL9qkuhKvi2.jpg,2000-09-01,15843608,87,Released,"It will take two immortals to defeat the ultimate evil. But in the end, there can be only one.",Highlander: Endgame,FALSE,4.5,129,TRUE,8050,Highlander Collection,Action|Fantasy|Science Fiction,2737|7405,2,Davis-Panzer Productions|Dimension Films,US,en|fr|gd,
FALSE,/p5WF1vmFwTrdNlx6Z7mt5ksnG7W.jpg,0,16366,tt0264734,en,Joseph: King of Dreams,"In this animated retelling of the story from the Bible's Book of Genesis, Joseph's gift of dream interpretation and his brilliantly colored coat inspires jealousy in his brothers.",7.977276,/dsL5nngGY8qTmXxtAamMUYVQDY3.jpg,2000-11-07,0,74,Released,,Joseph: King of Dreams,FALSE,6.4,241,FALSE,,,Music|Family|Animation,3487|521|3486,3,Universal Home Video|DreamWorks Animation|DreamWorks Home Entertainment,US,en,
FALSE,/i27vFixWQzSGfMcUjXYziyxWLI5.jpg,13000000,8859,tt0242423,en,"Dude, Where's My Car?","Jesse and Chester, two bumbling stoners, wake up one morning from a night of partying and cannot remember where they parked their car. They encounter a variety of people while looking for it, including their angry girlfriends, an angry street gang, a transexual stripper, a cult of alien seeking fanatics, and aliens in human form looking for a mystical device that could save or destroy the world.",7.769271,/3KoZiWlgvmeDYiLk9oOMpEvZThb.jpg,2000-12-15,73180723,83,Released,"After a night they can't remember, comes a day they'll never forget.","Dude, Where's My Car?",FALSE,5.3,653,FALSE,,,Comedy,1088|25,2,Alcon Entertainment|20th Century Fox,US,en|fr|ja,
FALSE,/1I8jDOv9hefU0pS4q9ANgnIe9ri.jpg,85000000,9678,tt0185431,en,Little Nicky,"After the lord of darkness decides he will not cede his thrown to any of his three sons, the two most powerful of them escape to Earth to create a kingdom for themselves. This action closes the portal filtering sinful souls to Hell and causes Satan to wither away. He must send his most weak but beloved son, Little Nicky, to Earth to return his brothers to Hell.",7.726544,/ijfKqbZoZQjer5Oiolxy7hn8L92.jpg,2000-11-10,0,90,Released,He's Never Been To Earth. He's Never Even Slept Over Some Other Dude's House.,Little Nicky,FALSE,5.1,544,FALSE,,,Comedy|Fantasy|Romance,2608|1565|12,3,Happy Madison Productions|Avery Pix|New Line Cinema,US,en|fr,
FALSE,/gGz3DMK0uMhYyJ3jm5Q9rJ2zcM7.jpg,0,10473,tt0214641,en,DragonHeart: A New Beginning,"When Geoff, an orphaned stable boy (Chris Masterson), discovers Drake (voice of Robby Benson), the world's last living dragon, he realizes that his dream of becoming a knight in shining armor can now come true. Together, they soon face challenges that turn them into heroes. But caught up in the excitement of their new lives, Geoff and Drake fail to see the hidden dangers that surround them.",7.648551,/8mbg22L9MdSyELeNwEJkMDVsEVO.jpg,2000-08-08,0,84,Released,,DragonHeart: A New Beginning,FALSE,5.3,88,TRUE,169452,DragonHeart Collection,Action|Adventure|Comedy|Fantasy,,0,,US,en,
FALSE,/cIPxnFC31aYSnCIoyG8kNeYnRmP.jpg,76000000,17711,tt0131704,en,The Adventures of Rocky & Bullwinkle,"Rocky and Bullwinkle have been living off the finances made from the reruns of their cartoon show. Boris and Natasha somehow manage to crossover into reality and team up with Fearless Leader, an evil criminal turned media mogul with some evil plans up his sleeve. Rocky and Bullwinkle must stop the three of them before they wreak havoc.",7.633206,/pjzt6S76Uumm0aZtxNAVhDCLQ0P.jpg,2000-06-30,35134820,88,Released,This summer it's not the same old bull.,The Adventures of Rocky & Bullwinkle,FALSE,3.9,113,FALSE,,,Action|Adventure|Animation|Comedy|Family,33|594|596|11391,4,Universal Pictures|Capella International|KC Medien AG|Tribeca Productions,DE|US,ru,
FALSE,/25QzBmimwYBW1cqJs3BR3tbp6jG.jpg,63600000,10461,tt0208988,en,Get Carter,"Remake of the Michael Caine classic. Jack Carter, a mob enforcer living in Las Vegas, travels back to his hometown of Seattle for his brother's funeral. During this visit, Carter realizes that the death of his brother was not accidental, but a murder. With this knowledge, Carter sets out to kill all those responsible.",7.591116,/5Dv9QJNJx4cF96lDtX4KGtplNTJ.jpg,2000-10-06,19412993,102,Released,The Truth Hurts,Get Carter,FALSE,4.8,186,FALSE,,,Action|Drama|Thriller|Crime,10210|22351|6194|1403,4,Morgan Creek Productions|The Canton Company|Warner Bros.|Franchise Pictures,US,en,
FALSE,/zXsskYrKF8QSivBykfMp48AdtuM.jpg,65000000,10641,tt0174480,en,Autumn in New York,"Autumn in New York follows the sexual exploits of Will Keane - New York restaurateur, infamous verging-on-50 playboy, master of the no-commitment seduction - until he runs into an unexpected dead end when he meets Charlotte Fielding. Charlotte is half Will's age and twice his match, a 21 year-old free spirit yearning to get out and taste the excitement of adult life.",7.589363,/tQ5ze794HtDjxTxYVxHRn7AzbSL.jpg,2000-08-11,0,103,Released,He fell in love for the first time. She fell in love forever.,Autumn in New York,FALSE,5.7,189,FALSE,,,Drama|Romance,126|21,2,Lakeshore Entertainment|Metro-Goldwyn-Mayer,US,en,
