id,vote_count,video,vote_average,title,popularity,poster_path,original_language,original_title,genre_ids,backdrop_path,adult,overview,release_date,release_year,budget,imdb_id,revenue,runtime,status,tagline,belongs_to_collection,collection_id,collection_name,genre_names,production_companies_ids,production_companies_number,production_companies_name,production_countries,spoken_languages,homepage
278927,3628,FALSE,6.8,The Jungle Book,42.426325,/vOipe2myi26UDwP978hsYOrnUWC.jpg,en,The Jungle Book,12|18|10751|14,/eIOTsGg9FCVrBc4r2nXaV61JF4F.jpg,FALSE,"A man-cub named Mowgli fostered by wolves. After a threat from the tiger Shere Khan, Mowgli is forced to flee the jungle, by which he embarks on a journey of self discovery with the help of the panther, Bagheera and the free-spirited bear, Baloo.",2016-04-07,2016,175000000,tt3040964,966550600,106,Released,The legend will never be the same.,FALSE,,,"Adventure|Drama|Family|Fantasy","2|7297|20478",3,"Walt Disney Pictures|Fairview Entertainment|Moving Picture Company (MPC)","GB|US",en,http://movies.disney.com/the-jungle-book-2016
280092,1267,FALSE,6.2,Insidious: Chapter 3,18.933082,/ixANIbPRTNMAstlqJa2FlfBesyQ.jpg,en,Insidious: Chapter 3,18|27|53,/fii3bunxCjdFpbcEJmFyJW1qDFp.jpg,FALSE,"A twisted new tale of terror begins for a teenage girl and her family, predating the haunting of the Lambert family in the earlier movies and revealing more mysteries of the otherworldly realm The Further.",2015-06-04,2015,10000000,tt3195644,104303851,97,Released,This is how you die,TRUE,228446,Insidious Collection,"Drama|Horror|Thriller",34,1,Sony Pictures,"CA|US",en,
281338,3381,FALSE,6.8,War for the Planet of the Apes,50.762577,/3vYhLLxrTtZLysXtIWktmd57Snv.jpg,en,War for the Planet of the Apes,18|878|10752,/ulMscezy9YX0bhknvJbZoUgQxO5.jpg,FALSE,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",2017-07-11,2017,150000000,tt3450958,488533726,140,Released,For freedom. For family. For the planet.,TRUE,173710,Planet of the Apes (Reboot) Collection,"Drama|Science Fiction|War","22213|1246|7076",3,"TSG Entertainment|River Road Entertainment|Chernin Entertainment","NZ|CA|US",en,http://www.foxmovies.com/movies/war-for-the-planet-of-the-apes
281957,7881,FALSE,7.3,The Revenant,29.43484,/oXUWEc5i3wYyFnL1Ycu8ppxxPvs.jpg,en,The Revenant,37|18|12|53,/8jNiQwGgAL5R2xwAcJTGWOZn3Mm.jpg,FALSE,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",2015-12-25,2015,135000000,tt1663202,532950503,156,Released,"(n. One who has returned, as if from the dead.)",FALSE,,,"Western|Drama|Adventure|Thriller","77845|508|562|8870|10039|10104|13796|28732|52660",9,"Monarchy Enterprises S.a.r.l.|Regency Enterprises|Appian Way|CatchPlay|Anonymous Content|New Regency Pictures|Hong Kong Alpha Motion Pictures Co.|RatPac Entertainment|M Productions","CA|HK|TW|US","en|fr",http://www.foxmovies.com/movies/the-revenant
283366,4295,FALSE,6.6,Miss Peregrine's Home for Peculiar Children,37.353537,/tzYkC0vqX8Dokuwynhz1lnWWgWT.jpg,en,Miss Peregrine's Home for Peculiar Children,18|14|12,/9BVHn78oQcFCRd4M3u3NT7OrhTk.jpg,FALSE,A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.,2016-09-28,2016,111000000,tt1935859,296485718,127,Released,Stay peculiar,FALSE,,,"Drama|Fantasy|Adventure","10893|7076|8601|11199|68621|22213|290|25",8,"Big Screen Productions|Chernin Entertainment|Tim Burton Productions|Scope Pictures|St. Petersburg Clearwater Film Commission|TSG Entertainment|Ingenious Media|20th Century Fox","BE|GB|US",en,http://www.foxmovies.com/movies/miss-peregrines-home-for-peculiar-children
283995,7121,FALSE,7.6,Guardians of the Galaxy Vol. 2,51.480732,/y4MBh0EjBlMuOzv9axM4qJlmhzz.jpg,en,Guardians of the Galaxy Vol. 2,28|12|35|878,/aJn9XeesqsrSLKcHfHP4u5985hn.jpg,FALSE,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,2017-04-19,2017,200000000,tt3896198,863563831,137,Released,Obviously.,TRUE,284433,Guardians of the Galaxy Collection,"Action|Adventure|Comedy|Science Fiction",420,1,Marvel Studios,US,en,http://marvel.com/movies/movie/221/guardians_of_the_galaxy_vol_2
284052,7707,FALSE,7.2,Doctor Strange,31.2093,/4PiiNGXj1KENTmCBHeN6Mskj2Fq.jpg,en,Doctor Strange,28|12|14|878,/tFI8VLMgSTTU38i8TIsklfqS9Nl.jpg,FALSE,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under his wing and trains him to defend the world against evil.",2016-10-25,2016,166000000,tt1211837,677718395,115,Released,Open your mind. Change your reality.,FALSE,,,"Action|Adventure|Fantasy|Science Fiction","2|420",2,"Walt Disney Pictures|Marvel Studios",US,en,http://marvel.com/doctorstrange
284053,4781,FALSE,7.4,Thor: Ragnarok,250.113629,/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg,en,Thor: Ragnarok,878|28|12|35|14,/kaIfm5ryEOwYg8mLbq8HkPuM1Fo.jpg,FALSE,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the prophecy of destruction to his homeworld and the end of Asgardian civilization, at the hands of an all-powerful new threat, the ruthless Hela.",2017-10-25,2017,180000000,tt3501632,852635831,130,Released,No Hammer. No Problem.,TRUE,131296,Thor Collection,"Science Fiction|Action|Adventure|Comedy|Fantasy","420|2|7505",3,"Marvel Studios|Walt Disney Pictures|Marvel Entertainment",US,"en|fr",https://marvel.com/movies/movie/222/thor_ragnarok
284054,2729,FALSE,7.4,Black Panther,347.671365,/uxzzxijgPIY7slzFvMotPv8wjKA.jpg,en,Black Panther,28|12|14|878,/b6ZJZHUdMEFECvGiDpJjlfUWela.jpg,FALSE,"After the events of Captain America: Civil War, King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne from factions within his own country. When two foes conspire to destroy Wakanda, the hero known as Black Panther must team up with C.I.A. agent Everett K. Ross and members of the Dora Milaje, Wakandan special forces, to prevent Wakanda from being dragged into a world war.",2018-02-13,2018,200000000,tt1825683,950351601,140,Released,Long live the king,FALSE,,,"Action|Adventure|Fantasy|Science Fiction",420,1,Marvel Studios,US,"en|xh",https://marvel.com/movies/movie/224/black_panther
284276,430,FALSE,6.2,Cake,12.680558,/pU3BusgT96dWUM6O9uOKwpuRI4w.jpg,en,Cake,18,/iGRutrtJcsdk5y3xvVU8WewSowZ.jpg,FALSE,"After having visions of a member of her support group who killed herself, a woman who also suffers with chronic pain seeks out the widower of the suicide.",2014-09-07,2014,7000000,tt3442006,2360281,102,Released,Forgiveness is a bitter pill to swallow.,FALSE,,,Drama,"39643|39644|7382",3,"We're Not Brothers Productions|Cinelou Films|Echo Films",US,"es|en",http://cakemovie.net/
285783,1406,FALSE,6.9,The Walk,25.522183,/j38bmdM59GZP7dQtJ4srJqX6zlw.jpg,en,The Walk,12|18|53,/vYlH1SK5Eu7BW9FI229zBlt1n9W.jpg,FALSE,The story of French high-wire artist Philippe Petit's attempt to cross the Twin Towers of the World Trade Center in 1974.,2015-09-30,2015,35000000,tt3488710,61181942,123,Released,Dream High.,FALSE,,,"Adventure|Drama|Thriller","559|5752|11395",3,"TriStar Pictures|Sony Pictures Entertainment|ImageMovers",US,"fr|en",http://www.sonypictures.com/movies/thewalk/
285923,591,FALSE,6.8,Grindhouse,18.431799,/oATTOsfalnnFObVNUWiP9MieLIm.jpg,en,Grindhouse,53|28|27,/iLcCUlDOCAINgxVFNV69ykVeknV.jpg,FALSE,Two full-length feature horror movies written by Quentin Tarantino and Robert Rodriguez put together as a two-film feature. Including fake movie trailers in between both movies.,2007-04-06,2007,67000000,tt0462322,25037897,191,Released,A double feature that'll tear you in two!,FALSE,,,"Thriller|Action|Horror","6869|7405|443|15762|15763|15764|10807|308",8,"Yer Dead Productions|Dimension Films|Big Talk Productions|Dartmouth International|Eyetronics|Rodriguez International Pictures|Troublemaker Studios|The Weinstein Company",US,"es|en",
286217,8833,FALSE,7.6,The Martian,45.799763,/5aGhaIHYuQbqlHWvWYqMCnj40y2.jpg,en,The Martian,18|12|878,/sy3e2e4JwdAtd2oZGA2uUilZe8j.jpg,FALSE,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",2015-09-30,2015,108000000,tt3659388,630161890,141,Released,Bring Him Home,FALSE,,,"Drama|Adventure|Science Fiction","1645|2735|6408|22213|28788|25",6,"Scott Free Productions|Mid Atlantic Films|International Traders|TSG Entertainment|Genre Films|20th Century Fox","GB|US","en|zh",http://www.foxmovies.com/movies/the-martian
286565,2443,FALSE,6.1,Paper Towns,13.192806,/wAb39FuMWWrOROsitPVPqRcWPjH.jpg,en,Paper Towns,18|9648|10749,/pqWMomwBpW4ncWrZOyDGGk8K4Pd.jpg,FALSE,"Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs back into his life-dressed like a ninja and summoning him for an ingenious campaign of revenge-he follows. After their all-nighter ends and a new day breaks, Q arrives at school to discover that Margo, always an enigma, has now become a mystery. But Q soon learns that there are clues-and they're for him. Urged down a disconnected path, the closer he gets, the less Q sees of the girl he thought he knew.",2015-06-18,2015,12000000,tt3622592,85512300,109,Released,Get Lost. Get Found.,FALSE,,,"Drama|Mystery|Romance",711,1,Fox 2000 Pictures,US,en,
287424,732,FALSE,5.2,Maggie,13.359443,/mFt7Oo3pf8f1BZAdWLyUpYM63aT.jpg,en,Maggie,27,/uCI4vNT4u9xOIU3pKV3qeaFcuO9.jpg,FALSE,"There's a deadly zombie epidemic threatening humanity, but Wade, a small-town farmer and family man, refuses to accept defeat even when his daughter Maggie becomes infected. As Maggie's condition worsens and the authorities seek to eradicate those with the virus, Wade is pushed to the limits in an effort to protect her. Joely Richardson co-stars in this post-apocalyptic thriller.",2015-05-08,2015,4000000,tt1881002,187112,95,Released,Don't Get Bitten,FALSE,,,Horror,"52924|1632|3604|74208|12075|68506|52925",7,"Sly Predator|Lionsgate|Grindstone Entertainment Group|Lotus Entertainment (I)|Silver Reel|Gold Star Films|Matt Baer Films","CH|US",en,http://www.maggiethefilm.com/
287948,638,FALSE,5.3,The Transporter Refueled,14.487475,/zW7oC3tucYLzu77xNbPbYjXUN4o.jpg,en,The Transporter Refueled,53|28|80,/wxC0fO9fkNvdLr2joeE4AypuA3s.jpg,FALSE,"The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frank’s father.",2015-09-03,2015,25000000,tt2938956,72629670,96,Released,He Delivers.,TRUE,9518,The Transporter Collection,"Thriller|Action|Crime",6896,1,EuropaCorp,"BE|CN|FR",en,http://www.thetransporterrefueled.com/
290098,672,FALSE,8.2,The Handmaiden,14.411352,/wvzfK5QR6dGLwND8MCzWjsQWG4Q.jpg,ko,아가씨,53|18|10749,/gbo41r6ixGmLkDxL2glqfZu6aW4.jpg,FALSE,"1930s Korea, in the period of Japanese occupation, a new girl (Sookee) is hired as a handmaiden to a Japanese heiress (Hideko) who lives a secluded life on a large countryside estate with her domineering Uncle (Kouzuki). But the maid has a secret. She is a pickpocket recruited by a swindler posing as a Japanese Count to help him seduce the Lady to elope with him, rob her of her fortune, and lock her up in a madhouse. The plan seems to proceed according to plan until Sookee and Hideko discover some unexpected emotions.",2016-06-01,2016,8575000,tt4016934,1983204,145,Released,Never did they expect to get into a controversial relationship...,FALSE,,,"Thriller|Drama|Romance","7036|34725|49096",3,"CJ Entertainment|Moho Film|Yong Film",KR,"ja|ko",
290250,2959,FALSE,7,The Nice Guys,27.736837,/vNCeqxbKyDHL9LUza03V2Im16wB.jpg,en,The Nice Guys,28|35|80|53,/i7cfiBGnOZNQcT4zRHqQx1XGVT8.jpg,FALSE,A private eye investigates the apparent suicide of a fading porn star in 1970s Los Angeles and uncovers a conspiracy.,2016-05-15,2016,50000000,tt3799694,62788218,116,Released,Private dicks,FALSE,,,"Action|Comedy|Crime|Thriller","6194|1885|22842|32554|79791|79792",6,"Warner Bros.|Silver Pictures|Waypoint Entertainment|Bloom|Nice Guys|Misty Mountains","GB|US",en,http://www.warnerbros.com/nice-guys
290512,604,FALSE,6.5,The Mountain Between Us,18.908629,/3XNfYTW4XGscI81nXMSWGsQ8cpu.jpg,en,The Mountain Between Us,10749|12|18,/pYU0fUk0G8cquQaQJQnKVz5mw95.jpg,FALSE,"Stranded after a tragic plane crash, two strangers must forge a connection to survive the extreme elements of a remote snow covered mountain. When they realize help is not coming, they embark on a perilous journey across the wilderness.",2017-10-05,2017,35000000,tt2226597,57607521,109,Released,What if your life depended on a stranger?,FALSE,,,"Romance|Adventure|Drama","7076|25",2,"Chernin Entertainment|20th Century Fox",US,en,http://MountainBetweenUs.com
290595,1942,FALSE,6.1,The Huntsman: Winter's War,18.803411,/b77l5vmp6PYsc98LE6Uf1mXtmHh.jpg,en,The Huntsman: Winter's War,28|12|18,/eKlDbRUZRxxyQ6aFOPwaE7xBinD.jpg,FALSE,"As two evil sisters prepare to conquer the land, two renegades—Eric the Huntsman, who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman, and his forbidden lover, Sara—set out to stop them.",2016-04-06,2016,115000000,tt2381991,164602163,114,Released,The story before Snow White,TRUE,393379,The Huntsman Collection,"Action|Adventure|Drama","16314|33|10338",3,"Roth Films|Universal Pictures|Perfect World Pictures",US,en,http://www.thehuntsmanmovie.com/
290764,507,FALSE,5.9,Tracers,13.473325,/mctuPOqqkXJM8zwqhHindrMycmt.jpg,en,Tracers,28|80|18,/wd66GNMSUe0UCNCmOvMJkmQb2mn.jpg,FALSE,"Wanted by the mafia, a New York City bike messenger escapes into the world of parkour after meeting a beautiful stranger.",2015-01-15,2015,11000000,tt2401097,593683,94,Released,It's not a crime if they can't catch you.,FALSE,,,"Action|Crime|Drama","41649|36614|76992|82423|12292|41648",6,"Melbarken|Senator Film|Saban Films|Cowtown Cinema Ventures|Temple Hill Entertainment|Freerunning",US,en,http://www.unlimited-movie.com/
291805,4346,FALSE,6.7,Now You See Me 2,22.620167,/hU0E130tsGdsYa4K9lc3Xrn5Wyt.jpg,en,Now You See Me 2,28|12|35|80|9648|53,/zrAO2OOa6s6dQMQ7zsUbDyIBrAP.jpg,FALSE,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",2016-06-02,2016,90000000,tt3110958,334901337,129,Released,You Haven't Seen Anything Yet,TRUE,382685,Now You See Me Collection,"Action|Adventure|Comedy|Crime|Mystery|Thriller","491|1632|7296|72441",4,"Summit Entertainment|Lionsgate|K/O Paper Products|TIK Films","CA|CN|GB|US","zh|en",http://nowyouseeme.movie
291870,1706,FALSE,5.7,Dirty Grandpa,13.793707,/cZEx6mB5Ftnt7LvlDjTKXcrTvyg.jpg,en,Dirty Grandpa,35,/ivm52GLofIbvTb4dp4S4zbPO6II.jpg,FALSE,"Jason Kelly is one week away from marrying his boss's uber-controlling daughter, putting him on the fast track for a partnership at the law firm. However, when the straight-laced Jason is tricked into driving his foul-mouthed grandfather, Dick, to Daytona for spring break, his pending nuptials are suddenly in jeopardy. Between riotous frat parties, bar fights, and an epic night of karaoke, Dick is on a quest to live his life to the fullest and bring Jason along for the ride.",2016-01-21,2016,11500000,tt1860213,94073028,102,Released,This is Jason. He's a little worried about his grandpa.,FALSE,,,Comedy,"73666|1632|90185|11029|1894|28200",6,"Covert Media|Lionsgate|BillBlock Media|QED International|Josephson Entertainment|Ninjas Runnin' Wild Productions",US,en,http://www.dirtygrandpa.movie/
293167,4033,FALSE,6.3,Kong: Skull Island,43.289297,/r2517Vz9EhDhj88qwbDVj8DCRZN.jpg,en,Kong: Skull Island,28|12|14,/pGwChWiAY1bdoxL79sXmaFBlYJH.jpg,FALSE,"Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.",2017-03-08,2017,185000000,tt3731562,566652812,118,Released,All hail the king,FALSE,,,"Action|Adventure|Fantasy","923|6194",2,"Legendary Pictures|Warner Bros.",US,en,http://kongskullislandmovie.com/
293660,13943,FALSE,7.5,Deadpool,34.116681,/inVq3FRqcYIRl2la8iZikYYxFNR.jpg,en,Deadpool,28|12|35,/n1y094tVDFATSzkTnFxoGZ1qNsG.jpg,FALSE,"Deadpool tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",2016-02-09,2016,58000000,tt1431045,783100000,108,Released,Witness the beginning of a happy ending,TRUE,448150,Deadpool Collection,"Action|Adventure|Comedy","7505|11307|22213|78091|25",5,"Marvel Entertainment|The Donners' Company|TSG Entertainment|Kinberg Genre|20th Century Fox",US,en,http://www.foxmovies.com/movies/deadpool
293767,220,FALSE,5.9,Billy Lynn's Long Halftime Walk,12.611312,/jw60oWt2PWWCvuz8S93i2RH4XJh.jpg,en,Billy Lynn's Long Halftime Walk,18|10752,/lK4nbAZnzftmCbfKAwkbtI5IFlG.jpg,FALSE,19-year-old Billy Lynn is brought home for a victory tour after a harrowing Iraq battle. Through flashbacks the film shows what really happened to his squad - contrasting the realities of war with America's perceptions.,2016-11-10,2016,40000000,tt2513074,30930984,113,Released,,FALSE,,,"Drama|War","53151|9349|30148|28275|2527|77863|559",7,"TriStar Productions|Film4|Bona Film Group|The Ink Factory|Marc Platt Productions|studio 8|TriStar Pictures","CN|GB|US",en,
293863,2598,FALSE,7.4,The Age of Adaline,48.996743,/gEDGROZ4NQDlRjUPPSSyIf0hKvD.jpg,en,The Age of Adaline,14|18|10749,/iAsnIAyoauaGYmQwh2JOd1ibhke.jpg,FALSE,"After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life.",2015-04-16,2015,25000000,tt1655441,65663276,112,Released,Love is timeless.,FALSE,,,"Fantasy|Drama|Romance","22107|126|737",3,"Sierra/Affinity|Lakeshore Entertainment|Sidney Kimmel Entertainment",US,en,http://theageofadalinemovie.com
294254,4189,FALSE,6.5,Maze Runner: The Scorch Trials,44.746433,/vlTPQANjLYTebzFJM1G4KeON0cb.jpg,en,Maze Runner: The Scorch Trials,28,/iapRFMGKvN9tsjqPlN7MIDTCezG.jpg,FALSE,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.",2015-09-09,2015,61000000,tt4046784,311256926,132,Released,The Maze Was Just the Beginning.,TRUE,295130,The Maze Runner Collection,Action,"12292|3672|22213",3,"Temple Hill Entertainment|Gotham Group|TSG Entertainment",US,en,http://mazerunnermovies.com
296096,3634,FALSE,7.6,Me Before You,17.399766,/oN5lELHH5Xheiy0YdhnY3JB4hx2.jpg,en,Me Before You,18|10749,/o4lxNwKJz8oq3R0kLOIsDlHbDhZ.jpg,FALSE,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",2016-06-02,2016,20000000,tt2674426,207945075,110,Released,#LiveBoldly,FALSE,,,"Drama|Romance","12|5219|21",3,"New Line Cinema|Sunswept Entertainment|Metro-Goldwyn-Mayer",US,en,http://www.mebeforeyoumovie.net
296098,3198,FALSE,7.2,Bridge of Spies,31.496291,/xPCNA8zJxyyFKTj47QpvkXHukzB.jpg,en,Bridge of Spies,53|18,/3amJMLyjx0rDbwhnKNG8d6gzDSV.jpg,FALSE,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",2015-10-15,2015,40000000,tt3682448,165478348,141,Released,"In the shadow of war, one man showed the world what we stood for.",FALSE,,,"Thriller|Drama","22213|27|56|264|711|2527|6735|7294",8,"TSG Entertainment|DreamWorks SKG|Amblin Entertainment|Studio Babelsberg|Fox 2000 Pictures|Marc Platt Productions|Participant Media|Reliance Entertainment","IN|US|DE","ru|en|de",
296524,1860,FALSE,6.6,Deepwater Horizon,14.071573,/7D6hM7IR0TbQmNvSZVtEiPM3H5h.jpg,en,Deepwater Horizon,18|28,/1R2wRq5aZJHMmg3gUlqw2uSdj2t.jpg,FALSE,"A story set on the offshore drilling rig Deepwater Horizon, which exploded during April 2010 and created the worst oil spill in U.S. history.",2016-09-29,2016,110000000,tt1860357,121790373,107,Released,"When faced with our darkest hour, hope is not a tactic",FALSE,,,"Drama|Action","86900|491|6735|435|8537|8539",6,"TIK Film|Summit Entertainment|Participant Media|Di Bonaventura Pictures|Closest to the Hole Productions|Leverage Entertainment","HK|US",en,http://www.deepwaterhorizon.movie/
297761,9662,FALSE,5.9,Suicide Squad,21.856044,/e1mjopzAS2KNsvpbpahQ1a6SkSn.jpg,en,Suicide Squad,28|12|80|14|878,/34dxtTxMHGKw1njHpTjDqR8UBHd.jpg,FALSE,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",2016-08-02,2016,176000000,tt1386697,745600054,124,Released,Worst Heroes Ever,FALSE,,,"Action|Adventure|Crime|Fantasy|Science Fiction","6194|507|429|9993|444",5,"Warner Bros.|Atlas Entertainment|DC Comics|DC Entertainment|Dune Entertainment",US,en,http://www.suicidesquad.com/
297762,7800,FALSE,7.2,Wonder Woman,51.551553,/imekS7f1OuHyUP2LAiTEM0zBzUz.jpg,en,Wonder Woman,28|12,/6iUNJZymJBMXXriQyFZfLAKnjO6.jpg,FALSE,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,2017-05-30,2017,149000000,tt0451279,821847012,141,Released,Power. Grace. Wisdom. Wonder.,TRUE,468552,Wonder Woman Collection,"Action|Adventure","444|507|6194|9993|9995|81620|83838",7,"Dune Entertainment|Atlas Entertainment|Warner Bros.|DC Entertainment|Cruel & Unusual Films|TENCENT PICTURES|Wanda Pictures",US,"de|en",http://www.warnerbros.com/wonder-woman
298250,892,FALSE,6,Jigsaw,40.233298,/gvBVIlcMaeWKhGjgGjlShiL4w4r.jpg,en,Jigsaw,80|27|9648|53,/7Yup0zaw4AhNyw1JvyAE1EytWsq.jpg,FALSE,"Dead bodies begin to turn up all over the city, each meeting their demise in a variety of grisly ways. All investigations begin to point the finger at deceased killer John Kramer.",2017-10-25,2017,0,tt3348730,0,92,Released,A New Game Begins.,TRUE,656,Saw Collection,"Crime|Horror|Mystery|Thriller","2061|5855|6680",3,"Twisted Pictures|A Bigger Boat|Serendipity Productions",US,en,http://jigsawsaves.com/
299536,0,FALSE,0,Avengers: Infinity War,46.941017,/yUfulggthk8W3ywF2H4jPHJyoJp.jpg,en,Avengers: Infinity War,12|878|14|28,/j3OjLcOpDsGF3j6f8Myyra5Bq62.jpg,FALSE,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",2018-04-25,2018,500000000,tt4154756,0,156,Post Production,,TRUE,86311,The Avengers Collection,"Adventure|Science Fiction|Fantasy|Action","2|420",2,"Walt Disney Pictures|Marvel Studios",US,en,http://marvel.com/movies/movie/223/avengers_infinity_war_part_1
299687,2437,FALSE,5.7,The 5th Wave,15.731508,/cgxEscv6TQRK6a514FwuJOjcqQ5.jpg,en,The 5th Wave,12|878,/4obYMyIZALl7svc83fn7KelTZDp.jpg,FALSE,16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age.,2016-01-14,2016,38000000,tt2304933,109906372,112,Released,Protect Your Own,FALSE,,,"Adventure|Science Fiction","34034|5|3281|12139",4,"LStar Capital|Columbia Pictures|GK Films|Material Pictures",US,en,https://www.facebook.com/5thWaveMovie/
300668,168,FALSE,6.1,Annihilation,30.232087,/e3P2Ed0sbmQ6RsoS4dcT3aeEPR.jpg,en,Annihilation,9648|12|878|53|27,/vYs1YGalB8IEXxdxDtqkL0vfHjO.jpg,FALSE,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",2018-02-22,2018,55000000,tt2798920,13258603,115,Released,Fear what's inside.,FALSE,,,"Mystery|Adventure|Science Fiction|Thriller|Horror","284|4|258|82819",4,"DNA Films|Paramount|Scott Rudin Productions|Skydance Media","GB|US",en,http://annihilationmovie.com
300669,2325,FALSE,6.8,Don't Breathe,14.365207,/lw0IqOSMsQcy1QnVIEIDppLmNwk.jpg,en,Don't Breathe,80|27|53,/bCThHXQ3aLLDU3KFST0rC8mTan5.jpg,FALSE,A group of teens break into a blind man's home thinking they'll get away with the perfect crime. They're wrong.,2016-08-25,2016,9900000,tt4160708,159047649,88,Released,"This house looked like an easy target, until they found out what was inside.",FALSE,,,"Crime|Horror|Thriller","768|3287|11341",3,"Ghost House Pictures|Screen Gems|Stage 6 Films",US,en,http://www.dontbreathe-movie.com/site/
300671,1150,FALSE,7,13 Hours: The Secret Soldiers of Benghazi,14.149956,/4gpW4MkRI0BB17GHOJzXq0WamDP.jpg,en,13 Hours: The Secret Soldiers of Benghazi,28|18|36|53|10752,/cVIb8GGPzASoN9j9z1jIJD942oJ.jpg,FALSE,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,2016-01-13,2016,50000000,tt4172430,69411370,144,Released,"When everything went wrong, six men had the courage to do what was right.",FALSE,,,"Action|Drama|History|Thriller|War","4|787|6734|19108|19477",5,"Paramount|3 Arts Entertainment|Bay Films|Latina Pictures|Dune Films","MT|MA|US","ar|en",http://www.thirteenhoursmovie.com/
301337,536,FALSE,5.2,Downsizing,50.234205,/uLlmtN33rMuimRq6bu0OoNzCGGs.jpg,en,Downsizing,35|18|878,/5RzW9i3vFsXCPLqYwgNJV1QuSgk.jpg,FALSE,A kindly occupational therapist undergoes a new procedure to be shrunken to four inches tall so that he and his wife can help save the planet and afford a nice lifestyle at the same time.,2017-12-22,2017,68000000,tt1389072,50465228,135,Released,We are meant for something bigger.,FALSE,,,"Comedy|Drama|Science Fiction","2361|13184|4",3,"Ad Hominem Enterprises|Annapurna Pictures|Paramount",US,"no|en|es|vi|is",
